台湾频道1,#genre#
CW LIVE,http://45.11.92.153/lbq/twtv88.php?id=420
BBC world news,http://45.11.92.153/lbq/twtv88.php?id=421
BBC lifestyle,http://45.11.92.153/lbq/twtv88.php?id=424
Ginx csrortstv,http://45.11.92.153/lbq/twtv88.php?id=425
探索EVE,http://45.11.92.153/lbq/twtv88.php?id=1036
體育-WWE,http://45.11.92.153/lbq/twtv88.php?id=1081
FOX WILD CARA,http://45.11.92.153/lbq/twtv88.php?id=1083
印尼-Karaoke,http://45.11.92.153/lbq/twtv88.php?id=1141
印尼-Jakarta Globe,http://45.11.92.153/lbq/twtv88.php?id=1142
印尼-InsanTV,http://45.11.92.153/lbq/twtv88.php?id=1143
印尼-CNN Indonesia,http://45.11.92.153/lbq/twtv88.php?id=1145
印尼-MetroTV,http://45.11.92.153/lbq/twtv88.php?id=1124
DW德国之聲,http://45.11.92.153/lbq/twtv88.php?id=1059
VOA美国之音,http://45.11.92.153/lbq/twtv88.php?id=495
美国5 Star Max,http://45.11.92.153/lbq/twtv88.php?id=1174
美国Action Max,http://45.11.92.153/lbq/twtv88.php?id=1175
美国MoreMax,http://45.11.92.153/lbq/twtv88.php?id=1176
美国Hallmark Channel,http://45.11.92.153/lbq/twtv88.php?id=1177
美国Hallmark Drama,http://45.11.92.153/lbq/twtv88.php?id=1178
美国Hallmark Movie,http://45.11.92.153/lbq/twtv88.php?id=1179
美国TCM,http://45.11.92.153/lbq/twtv88.php?id=1180
美国Starz in Black,http://45.11.92.153/lbq/twtv88.php?id=1181
美国ESPN 1,http://45.11.92.153/lbq/twtv88.php?id=1182
美国ESPN 2,http://45.11.92.153/lbq/twtv88.php?id=1183
美国NBC Sport,http://45.11.92.153/lbq/twtv88.php?id=1184
美国NBA TV US,http://45.11.92.153/lbq/twtv88.php?id=1185
美国Fox Sport 1,http://45.11.92.153/lbq/twtv88.php?id=1186
美国Fox Sport 2,http://45.11.92.153/lbq/twtv88.php?id=1187
美国Tennis,http://45.11.92.153/lbq/twtv88.php?id=1188
美国NFL Network,http://45.11.92.153/lbq/twtv88.php?id=1189
美国Golf,http://45.11.92.153/lbq/twtv88.php?id=1190
美国WWE,http://45.11.92.153/lbq/twtv88.php?id=1191
美国UFC PASS,http://45.11.92.153/lbq/twtv88.php?id=1192
美国Willow,http://45.11.92.153/lbq/twtv88.php?id=1193
美国NHL Network,http://45.11.92.153/lbq/twtv88.php?id=1194
美国Bein Sports USA,http://45.11.92.153/lbq/twtv88.php?id=1195
美国ESPN U,http://45.11.92.153/lbq/twtv88.php?id=1196
美国Big Ten Network,http://45.11.92.153/lbq/twtv88.php?id=1197
美国Discovery Channel,http://45.11.92.153/lbq/twtv88.php?id=1198
美国Motor Trend,http://45.11.92.153/lbq/twtv88.php?id=1199
美国National Geographic,http://45.11.92.153/lbq/twtv88.php?id=1200
美国Nat Geo Wild,http://45.11.92.153/lbq/twtv88.php?id=1201
美国Investigation Discovery US,http://45.11.92.153/lbq/twtv88.php?id=1202
美国Animal Planet,http://45.11.92.153/lbq/twtv88.php?id=1203
美国History,http://45.11.92.153/lbq/twtv88.php?id=1204
美国SMITHSONIAN,http://45.11.92.153/lbq/twtv88.php?id=1205
美国TLC,http://45.11.92.153/lbq/twtv88.php?id=1206
美国Science,http://45.11.92.153/lbq/twtv88.php?id=1207
美国Disney,http://45.11.92.153/lbq/twtv88.php?id=1208
美国Disney XD,http://45.11.92.153/lbq/twtv88.php?id=1209
美国Disney Junior,http://45.11.92.153/lbq/twtv88.php?id=1210
美国Cartoon Network US,http://45.11.92.153/lbq/twtv88.php?id=1211
美国Nickelodeon US,http://45.11.92.153/lbq/twtv88.php?id=1212
美国Nick Junior,http://45.11.92.153/lbq/twtv88.php?id=1213
美国Boomerang,http://45.11.92.153/lbq/twtv88.php?id=1214
美国Universal Kids,http://45.11.92.153/lbq/twtv88.php?id=1215
美国ABC,http://45.11.92.153/lbq/twtv88.php?id=1216
美国NBC,http://45.11.92.153/lbq/twtv88.php?id=1217
美国FOX,http://45.11.92.153/lbq/twtv88.php?id=1218
美国CBS,http://45.11.92.153/lbq/twtv88.php?id=1219
美国CW,http://45.11.92.153/lbq/twtv88.php?id=1220
美国SYFY,http://45.11.92.153/lbq/twtv88.php?id=1221
美国E!,http://45.11.92.153/lbq/twtv88.php?id=1222
美国Comedy Central,http://45.11.92.153/lbq/twtv88.php?id=1223
美国TNT US,http://45.11.92.153/lbq/twtv88.php?id=1224
美国Bravo US,http://45.11.92.153/lbq/twtv88.php?id=1225
美国LifeTime US,http://45.11.92.153/lbq/twtv88.php?id=1226
美国Arts and Entertainment,http://45.11.92.153/lbq/twtv88.php?id=1227
美国AMC,http://45.11.92.153/lbq/twtv88.php?id=1228
美国WE TV,http://45.11.92.153/lbq/twtv88.php?id=1229
美国USA Network,http://45.11.92.153/lbq/twtv88.php?id=1230
美国BET,http://45.11.92.153/lbq/twtv88.php?id=1231
美国Lifetime Movie Network,http://45.11.92.153/lbq/twtv88.php?id=1232
美国VH-1,http://45.11.92.153/lbq/twtv88.php?id=1233
美国TBS,http://45.11.92.153/lbq/twtv88.php?id=1234
美国OWN US,http://45.11.92.153/lbq/twtv88.php?id=1235
美国GSN,http://45.11.92.153/lbq/twtv88.php?id=1236
美国HGTV US,http://45.11.92.153/lbq/twtv88.php?id=1237
美国Cooking Channel,http://45.11.92.153/lbq/twtv88.php?id=1238
美国MTV US,http://45.11.92.153/lbq/twtv88.php?id=1239
美国FYI,http://45.11.92.153/lbq/twtv88.php?id=1240
美国BabyTV,http://45.11.92.153/lbq/twtv88.php?id=1241
美国TVB1,http://45.11.92.153/lbq/twtv88.php?id=1242
美国TVB DRAMA,http://45.11.92.153/lbq/twtv88.php?id=1243
美国TVBJ1,http://45.11.92.153/lbq/twtv88.php?id=1244
美国TVBE,http://45.11.92.153/lbq/twtv88.php?id=1245
美国NOWTV,http://45.11.92.153/lbq/twtv88.php?id=1246
美国CNN USA,http://45.11.92.153/lbq/twtv88.php?id=1102
美国FOX,http://45.11.92.153/lbq/twtv88.php?id=1103
美国MSNBC,http://45.11.92.153/lbq/twtv88.php?id=1104
美国The Weather,http://45.11.92.153/lbq/twtv88.php?id=1105
美国CNBC,http://45.11.92.153/lbq/twtv88.php?id=1106
美国Bloomberg,http://45.11.92.153/lbq/twtv88.php?id=1107
美国Fox Business,http://45.11.92.153/lbq/twtv88.php?id=1108
美国HBO Comedy,http://45.11.92.153/lbq/twtv88.php?id=1109
美国HBO1US,http://45.11.92.153/lbq/twtv88.php?id=1110
美国HBO2US,http://45.11.92.153/lbq/twtv88.php?id=1111
美国HBO Signature,http://45.11.92.153/lbq/twtv88.php?id=1112
美国HBO Family,http://45.11.92.153/lbq/twtv88.php?id=1113
美国ShowTime 1,http://45.11.92.153/lbq/twtv88.php?id=1114
美国ShowTime 2,http://45.11.92.153/lbq/twtv88.php?id=1115
美国ShowCase US,http://45.11.92.153/lbq/twtv88.php?id=1116
美国Starz,http://45.11.92.153/lbq/twtv88.php?id=1117
美国Starz Comedy,http://45.11.92.153/lbq/twtv88.php?id=1118
美国Starz Edge,http://45.11.92.153/lbq/twtv88.php?id=1119
美国Starz Kids Family,http://45.11.92.153/lbq/twtv88.php?id=1120
美国Starz Encore,http://45.11.92.153/lbq/twtv88.php?id=1121
美国Starz Encore Westerns,http://45.11.92.153/lbq/twtv88.php?id=1122
美国Cinemax,http://45.11.92.153/lbq/twtv88.php?id=1123
美国-30A TV,http://45.11.92.153/lbq/twtv88.php?id=1052
美国-American Horrors,http://45.11.92.153/lbq/twtv88.php?id=1054
美国-Atlanta,http://45.11.92.153/lbq/twtv88.php?id=1055
美国-Panama City,http://45.11.92.153/lbq/twtv88.php?id=1056
美国-Pawleys Island,http://45.11.92.153/lbq/twtv88.php?id=1057
美国-Bloomberg Television,,http://45.11.92.153/lbq/twtv88.php?id=1058
美国-HBO Comedy East,http://45.11.92.153/lbq/twtv88.php?id=269
美国-BET,http://45.11.92.153/lbq/twtv88.php?id=270
美国-HBO East,http://45.11.92.153/lbq/twtv88.php?id=271
美国-HBO Signature,http://45.11.92.153/lbq/twtv88.php?id=272
美国-HBO Zone East,http://45.11.92.153/lbq/twtv88.php?id=273
美国-HGTV-,http://45.11.92.153/lbq/twtv88.php?id=274
美国-HISTORY,http://45.11.92.153/lbq/twtv88.php?id=275
美国-GOD TV,http://45.11.92.153/lbq/twtv88.php?id=276
美国-Box Nation,http://45.11.92.153/lbq/twtv88.php?id=277
美国-Big Ten Network,http://45.11.92.153/lbq/twtv88.php?id=278
美国-Sec Network,http://45.11.92.153/lbq/twtv88.php?id=279
美国-NFL RedZone,http://45.11.92.153/lbq/twtv88.php?id=280
美国-NESN,http://45.11.92.153/lbq/twtv88.php?id=281
美国-Tennis,http://45.11.92.153/lbq/twtv88.php?id=282
美国-UFC Network,http://45.11.92.153/lbq/twtv88.php?id=283
美国-TNT,http://45.11.92.153/lbq/twtv88.php?id=284
美国-NAT-GEO,http://45.11.92.153/lbq/twtv88.php?id=285
美国-MTV,http://45.11.92.153/lbq/twtv88.php?id=286
加拿大-CP 24 Canada,http://45.11.92.153/lbq/twtv88.php?id=1247
加拿大-CBC News,http://45.11.92.153/lbq/twtv88.php?id=1248
加拿大-CTV News,http://45.11.92.153/lbq/twtv88.php?id=1249
加拿大-Business Network News,http://45.11.92.153/lbq/twtv88.php?id=1250
加拿大-The Weather Network,http://45.11.92.153/lbq/twtv88.php?id=1251
加拿大-CBC,http://45.11.92.153/lbq/twtv88.php?id=1252
加拿大-CTV,http://45.11.92.153/lbq/twtv88.php?id=1253
加拿大-Global,http://45.11.92.153/lbq/twtv88.php?id=1254
加拿大-City,http://45.11.92.153/lbq/twtv88.php?id=1255
加拿大-CHCH,http://45.11.92.153/lbq/twtv88.php?id=1256
加拿大-CTV 2,http://45.11.92.153/lbq/twtv88.php?id=1257
加拿大-OMNI 1,http://45.11.92.153/lbq/twtv88.php?id=1258
加拿大-OMNI 2,http://45.11.92.153/lbq/twtv88.php?id=1259
加拿大-TVO,http://45.11.92.153/lbq/twtv88.php?id=1260
加拿大-Discovery Canada,http://45.11.92.153/lbq/twtv88.php?id=1261
加拿大-TLC Canada,http://45.11.92.153/lbq/twtv88.php?id=1262
加拿大-Love Nature,http://45.11.92.153/lbq/twtv88.php?id=1263
加拿大-Food Network Cabada,http://45.11.92.153/lbq/twtv88.php?id=1265
加拿大-Cooking Channel Canada,http://45.11.92.153/lbq/twtv88.php?id=1266
加拿大-CTV Comedy,http://45.11.92.153/lbq/twtv88.php?id=1267
加拿大-CTV Sci-Fi,http://45.11.92.153/lbq/twtv88.php?id=1268
加拿大-Crave 1,http://45.11.92.153/lbq/twtv88.php?id=1269
加拿大-Crave 2,http://45.11.92.153/lbq/twtv88.php?id=1270
加拿大-Crave 3,http://45.11.92.153/lbq/twtv88.php?id=1271
加拿大-Crave 4,http://45.11.92.153/lbq/twtv88.php?id=1272
加拿大-TSN 2,http://45.11.92.153/lbq/twtv88.php?id=1274
加拿大-TSN 1,http://45.11.92.153/lbq/twtv88.php?id=1273
加拿大-TSN 3,http://45.11.92.153/lbq/twtv88.php?id=1275
加拿大-TSN 4,http://45.11.92.153/lbq/twtv88.php?id=1276
加拿大-TSN 5,http://45.11.92.153/lbq/twtv88.php?id=1277
加拿大-SportNet ON,http://45.11.92.153/lbq/twtv88.php?id=1278
加拿大-SportNet One,http://45.11.92.153/lbq/twtv88.php?id=1279
加拿大-SportNet World,http://45.11.92.153/lbq/twtv88.php?id=1280
加拿大-SportNet 360,http://45.11.92.153/lbq/twtv88.php?id=1281
加拿大-NBA CA,http://45.11.92.153/lbq/twtv88.php?id=1282
加拿大-TreeHouse,http://45.11.92.153/lbq/twtv88.php?id=1283
加拿大-Teletoon,http://45.11.92.153/lbq/twtv88.php?id=1284
加拿大-YTV,http://45.11.92.153/lbq/twtv88.php?id=1285
加拿大-新时代东部,http://45.11.92.153/lbq/twtv88.php?id=1286
加拿大-新时代西部,http://45.11.92.153/lbq/twtv88.php?id=1287
加拿大-城市电视,http://45.11.92.153/lbq/twtv88.php?id=1289
加拿大-新时代2,http://45.11.92.153/lbq/twtv88.php?id=1288
印度DD News,http://45.11.92.153/lbq/twtv88.php?id=463
印度HBO,http://45.11.92.153/lbq/twtv88.php?id=464
印度ZeeNews,http://45.11.92.153/lbq/twtv88.php?id=465
印度TEN1,http://45.11.92.153/lbq/twtv88.php?id=466
印度TEN2,http://45.11.92.153/lbq/twtv88.php?id=467
印度TEN3,http://45.11.92.153/lbq/twtv88.php?id=468
印度And Pictures,http://45.11.92.153/lbq/twtv88.php?id=469
印度Colors,http://45.11.92.153/lbq/twtv88.php?id=470
印度NDTV,http://45.11.92.153/lbq/twtv88.php?id=471
印度Zee Tamil,http://45.11.92.153/lbq/twtv88.php?id=472
印度India TV,http://45.11.92.153/lbq/twtv88.php?id=473
印度Sony Mix,http://45.11.92.153/lbq/twtv88.php?id=474
印度Sony Sab,http://45.11.92.153/lbq/twtv88.php?id=475
印度Star Movies,http://45.11.92.153/lbq/twtv88.php?id=478
印度Star Plus,http://45.11.92.153/lbq/twtv88.php?id=479
印度Zee Marathi,http://45.11.92.153/lbq/twtv88.php?id=480
印度Zee Studio,http://45.11.92.153/lbq/twtv88.php?id=481
印度Zee TV,http://45.11.92.153/lbq/twtv88.php?id=482
印度Sony,http://45.11.92.153/lbq/twtv88.php?id=483
印度Zee Cinema,http://45.11.92.153/lbq/twtv88.php?id=484
印度Zee Classic,http://45.11.92.153/lbq/twtv88.php?id=485
印度Tv9 Bharatvarsh,http://45.11.92.153/lbq/twtv88.php?id=1125
韩日越泰,#genre#
韩国TVN MOVIE,http://45.11.92.153/lbq/twtv88.php?id=1082
韩国-YTN Science,http://45.11.92.153/lbq/twtv88.php?id=1092
韩国-EBS 2,http://45.11.92.153/lbq/twtv88.php?id=1093
韩国-EBS Kids,http://45.11.92.153/lbq/twtv88.php?id=1094
韩国-EBS English,http://45.11.92.153/lbq/twtv88.php?id=1095
韩国-EBSPlus 1,http://45.11.92.153/lbq/twtv88.php?id=1096
韩国-EBSPlus 2,http://45.11.92.153/lbq/twtv88.php?id=1097
韩国-EBS1,http://45.11.92.153/lbq/twtv88.php?id=1098
韩国-UBC SBS,http://45.11.92.153/lbq/twtv88.php?id=1099
韩国-KTV,http://45.11.92.153/lbq/twtv88.php?id=1100
韩国-SBS Star,http://45.11.92.153/lbq/twtv88.php?id=1101
韩国-YTN,http://45.11.92.153/lbq/twtv88.php?id=1061
韩国-KBS Dram,http://45.11.92.153/lbq/twtv88.php?id=1062
韩国-NGC,http://45.11.92.153/lbq/twtv88.php?id=1064
韩国-??TV,http://45.11.92.153/lbq/twtv88.php?id=1065
韩国-SBS??,http://45.11.92.153/lbq/twtv88.php?id=486
韩国-SBS Sports,http://45.11.92.153/lbq/twtv88.php?id=487
韩国-OCN,http://45.11.92.153/lbq/twtv88.php?id=488
韩国-iNet,http://45.11.92.153/lbq/twtv88.php?id=490
韩国-????,http://45.11.92.153/lbq/twtv88.php?id=492
韩国-半島国際新聞,http://45.11.92.153/lbq/twtv88.php?id=494
韩国-OCNMOVIES,http://45.11.92.153/lbq/twtv88.php?id=1020
韩国-KBS joy,http://45.11.92.153/lbq/twtv88.php?id=1154
韩国-Tconvers,http://45.11.92.153/lbq/twtv88.php?id=1134
韩国-Mnet,http://45.11.92.153/lbq/twtv88.php?id=1136
韩国-KBS2,http://45.11.92.153/lbq/twtv88.php?id=250
韩国-KBS1,http://45.11.92.153/lbq/twtv88.php?id=174
韩国-MBC,http://45.11.92.153/lbq/twtv88.php?id=251
韩国-SBS,http://45.11.92.153/lbq/twtv88.php?id=252
韩国-JTBC,http://45.11.92.153/lbq/twtv88.php?id=253
韩国-SBS FUNE,http://45.11.92.153/lbq/twtv88.php?id=254
韩国-SBS CNBC,http://45.11.92.153/lbq/twtv88.php?id=255
韩国-CNTV,http://45.11.92.153/lbq/twtv88.php?id=256
韩国-MBN,http://45.11.92.153/lbq/twtv88.php?id=257
韩国-Channel A,http://45.11.92.153/lbq/twtv88.php?id=258
韩国-SBS PLus,http://45.11.92.153/lbq/twtv88.php?id=262
韩国-KBSN???,http://45.11.92.153/lbq/twtv88.php?id=264
韩国-MBC???+,http://45.11.92.153/lbq/twtv88.php?id=265
韩国-Spotv,http://45.11.92.153/lbq/twtv88.php?id=266
韩国-Spotv2,http://45.11.92.153/lbq/twtv88.php?id=267
韩国-JTBC??,http://45.11.92.153/lbq/twtv88.php?id=268
韩国-MBCevery1,http://45.11.92.153/lbq/twtv88.php?id=476
日本-NHK World,http://45.11.92.153/lbq/twtv88.php?id=117
日本-NTV,http://45.11.92.153/lbq/twtv88.php?id=119
日本-NHKE,http://45.11.92.153/lbq/twtv88.php?id=120
日本-NHK-G,http://45.11.92.153/lbq/twtv88.php?id=121
日本-tvtokyo,http://45.11.92.153/lbq/twtv88.php?id=123
日本-TBS,http://45.11.92.153/lbq/twtv88.php?id=124
日本-大阪TV,http://45.11.92.153/lbq/twtv88.php?id=126
日本-ABC朝日,http://45.11.92.153/lbq/twtv88.php?id=127
日本-bs1,http://45.11.92.153/lbq/twtv88.php?id=128
日本-jsport1,http://45.11.92.153/lbq/twtv88.php?id=129
日本-jsport2,http://45.11.92.153/lbq/twtv88.php?id=130
日本-jsport3,http://45.11.92.153/lbq/twtv88.php?id=131
日本-jsport4,http://45.11.92.153/lbq/twtv88.php?id=132
日本-wowo1,http://45.11.92.153/lbq/twtv88.php?id=133
日本-wowo2,http://45.11.92.153/lbq/twtv88.php?id=134
日本-wowo3,http://45.11.92.153/lbq/twtv88.php?id=135
日本-STAR1,http://45.11.92.153/lbq/twtv88.php?id=136
日本-STAR2,http://45.11.92.153/lbq/twtv88.php?id=137
日本-STAR3,http://45.11.92.153/lbq/twtv88.php?id=138
日本-animax,http://45.11.92.153/lbq/twtv88.php?id=139
日本-Green,http://45.11.92.153/lbq/twtv88.php?id=140
日本-読売テレビ,http://45.11.92.153/lbq/twtv88.php?id=198
日本-毎日放送,http://45.11.92.153/lbq/twtv88.php?id=199
日本-関西テレビ,http://45.11.92.153/lbq/twtv88.php?id=235
日本-テレビ朝日,http://45.11.92.153/lbq/twtv88.php?id=237
日本-BSプレミアム,http://45.11.92.153/lbq/twtv88.php?id=238
日本-BSプレミアム,http://45.11.92.153/lbq/twtv88.php?id=239
日本-BS日テレ,http://45.11.92.153/lbq/twtv88.php?id=240
日本-BS朝日,http://45.11.92.153/lbq/twtv88.php?id=241
日本-BS-TBS,http://45.11.92.153/lbq/twtv88.php?id=242
日本-BSテレビ東京,http://45.11.92.153/lbq/twtv88.php?id=243
日本-BS-FUJI,http://45.11.92.153/lbq/twtv88.php?id=244
日本-GREEN,http://45.11.92.153/lbq/twtv88.php?id=245
日本-SKY A,http://45.11.92.153/lbq/twtv88.php?id=247
日本-Golf Network,http://45.11.92.153/lbq/twtv88.php?id=249
日本-Tokyo MX1,http://45.11.92.153/lbq/twtv88.php?id=33
日本-Japan Channel DX,http://45.11.92.153/lbq/twtv88.php?id=39
日本-NTV News24,http://45.11.92.153/lbq/twtv88.php?id=42
日本-時代劇の専門家,http://45.11.92.153/lbq/twtv88.php?id=287
日本-MUSIC JAPAN,http://45.11.92.153/lbq/twtv88.php?id=288
日本-KIDS,http://45.11.92.153/lbq/twtv88.php?id=289
日本-Discovery,http://45.11.92.153/lbq/twtv88.php?id=290
日本-衛星劇場,http://45.11.92.153/lbq/twtv88.php?id=298
越南-THHN,http://45.11.92.153/lbq/twtv88.php?id=1290
越南-LA34,http://45.11.92.153/lbq/twtv88.php?id=1291
越南-THGL,http://45.11.92.153/lbq/twtv88.php?id=1292
越南-PTP,http://45.11.92.153/lbq/twtv88.php?id=1293
越南-QRT,http://45.11.92.153/lbq/twtv88.php?id=1294
越南-THBT,http://45.11.92.153/lbq/twtv88.php?id=1295
越南-KonTumTV,http://45.11.92.153/lbq/twtv88.php?id=1296
越南-BPTV1,http://45.11.92.153/lbq/twtv88.php?id=1297
越南-BPTV2,http://45.11.92.153/lbq/twtv88.php?id=1298
越南-VITV,http://45.11.92.153/lbq/twtv88.php?id=1299
越南-ANTV,http://45.11.92.153/lbq/twtv88.php?id=1300
越南-ANTV,http://45.11.92.153/lbq/twtv88.php?id=1301
越南-HBTV,http://45.11.92.153/lbq/twtv88.php?id=1302
越南-KienGiangTV,http://45.11.92.153/lbq/twtv88.php?id=1309
越南-KienGiangTV1,http://45.11.92.153/lbq/twtv88.php?id=1310
越南-AnGiangTV,http://45.11.92.153/lbq/twtv88.php?id=1311
越南-ANTV,http://45.11.92.153/lbq/twtv88.php?id=1312
越南-BenTreTV,http://45.11.92.153/lbq/twtv88.php?id=1313
越南-BinhPhuocTV1,http://45.11.92.153/lbq/twtv88.php?id=1314
越南-BinhPhuocTV2,http://45.11.92.153/lbq/twtv88.php?id=1315
越南-Da Nang TV1,http://45.11.92.153/lbq/twtv88.php?id=1316
越南-DakLakTV,http://45.11.92.153/lbq/twtv88.php?id=1317
越南-KhanhHoaTV,http://45.11.92.153/lbq/twtv88.php?id=1318
越南-KienGiangTV,http://45.11.92.153/lbq/twtv88.php?id=1319
越南-KienGiangTV1,http://45.11.92.153/lbq/twtv88.php?id=1320
越南-PhuYenTV,http://45.11.92.153/lbq/twtv88.php?id=1323
越南-QuangNamTV,http://45.11.92.153/lbq/twtv88.php?id=1324
越南-KonTumTV,http://45.11.92.153/lbq/twtv88.php?id=1325
越南-LongAnTV,http://45.11.92.153/lbq/twtv88.php?id=1321
越南-NhanDanTV,http://45.11.92.153/lbq/twtv88.php?id=1322
泰国-Thai PBS,http://45.11.92.153/lbq/twtv88.php?id=1047
泰国-NBT,http://45.11.92.153/lbq/twtv88.php?id=1048
泰国-DDTV,http://45.11.92.153/lbq/twtv88.php?id=1138
泰国-Thairath TV,http://45.11.92.153/lbq/twtv88.php?id=1139
泰国-ChanneL8,http://45.11.92.153/lbq/twtv88.php?id=1140

成人,#genre#
松视1,http://45.11.92.153/lbq/twtv88.php?id=402
松视2,http://45.11.92.153/lbq/twtv88.php?id=403
松视3,http://45.11.92.153/lbq/twtv88.php?id=404
香蕉台,http://45.11.92.153/lbq/twtv88.php?id=408
潘朵拉完美,http://45.11.92.153/lbq/twtv88.php?id=410
潘朵拉粉红,http://45.11.92.153/lbq/twtv88.php?id=411
彩虹电影,http://45.11.92.153/lbq/twtv88.php?id=413
彩虹K,http://45.11.92.153/lbq/twtv88.php?id=406
彩虹E,http://45.11.92.153/lbq/twtv88.php?id=405
一本道,http://45.11.92.153/lbq/twtv88.php?id=414
二本道,http://45.11.92.153/lbq/twtv88.php?id=415
东京热,http://45.11.92.153/lbq/twtv88.php?id=416
HOT,http://45.11.92.153/lbq/twtv88.php?id=407
happy,http://45.11.92.153/lbq/twtv88.php?id=412
惊艳台,http://45.11.92.153/lbq/twtv88.php?id=409
Erox HD,http://45.11.92.153/lbq/twtv88.php?id=456
Dorcel HD,http://45.11.92.153/lbq/twtv88.php?id=454
Babes TV HD,http://45.11.92.153/lbq/twtv88.php?id=458
Hustler HD,http://45.11.92.153/lbq/twtv88.php?id=451
SCT Classic,http://45.11.92.153/lbq/twtv88.php?id=462
Redlight HD,http://45.11.92.153/lbq/twtv88.php?id=452
SEX ATION HD,http://45.11.92.153/lbq/twtv88.php?id=459
Super One HD,http://45.11.92.153/lbq/twtv88.php?id=457
Prvate TV,http://45.11.92.153/lbq/twtv88.php?id=453
Passie,http://45.11.92.153/lbq/twtv88.php?id=461
Vivid Red HD,http://45.11.92.153/lbq/twtv88.php?id=455
Dorcel XXX,http://45.11.92.153/lbq/twtv88.php?id=2248
潘多拉玩美,https://flv3948069e.live.126.net/live/sytv_30630b464e846ca2cb9ddefe0e773e87.flv
松视1台,https://flv3948069e.live.126.net/live/sytv_8ca30b716e846bfa3b4ddeb5ce7734c8.flv
松视2台,https://flv3948069e.live.126.net/live/sytv_56830b3d6e8464f8479dde69be773622.flv
松视3台,https://flv3948069e.live.126.net/live/sytv_ca330b8dfe8461e4b3bdde39ce773e83.flv

纳迦港台,#genre#
TVB翡翠,vjms://58.215.133.154:8500:3502/live/cid=362
澳亞衛視,vjms://58.215.133.154:8500:3502/live/cid=337
TVB翡翠,vjms://58.215.133.154:8500:3502/live/cid=362
澳亞衛視,vjms://58.215.133.154:8500:3502/live/cid=337
TVBS新闻,vjms://122.155.180.8:8500:3502/live/cid=348
壹新闻,vjms://122.155.180.8:8500:3502/live/cid=445
东森新闻,vjms://122.155.180.8:8500:3502/live/cid=340
東森財經,vjms://122.155.180.8:8500:3502/live/cid=456
三立都会,vjms://122.155.180.8:8500:3502/live/cid=226
探索科学,vjms://122.155.180.8:8500:3502/live/cid=457
AXN 电影,vjms://153.99.180.75:8500:5021/live/cid=2
国家地理野生,vjms://153.99.180.75:8500:5021/live/cid=263#vjms://61.216.1.24:8500:3502/live/cid=263
国家地理HD,vjms://153.99.180.75:8500:5021/live/cid=115#vjms://61.216.1.24:8500:3502/live/cid=115
探索频道,vjms://153.99.180.75:8500:5021/live/cid=440#vjms://61.216.1.24:8500:3502/live/cid=440#rtmp://58.200.131.2:1935/livetv/discovery
动物星球,vjms://153.99.180.75:8500:5021/live/cid=3#vjms://61.216.1.24:8500:3502/live/cid=3
发现科学,vjms://153.99.180.75:8500:5021/live/cid=457#vjms://61.216.1.24:8500:3502/live/cid=457
TLC旅游生活,vjms://153.99.180.75:8500:5021/live/cid=103#vjms://61.216.1.24:8500:3502/live/cid=103
法國國際五台,vjms://153.99.180.75:8500:5021/live/cid=396#vjms://61.216.1.24:8500:3502/live/cid=396
法国时尚,vjms://153.99.180.75:8500:5021/live/cid=399#vjms://61.216.1.24:8500:3502/live/cid=399
BBC,vjms://58.215.133.154:8500:3502/live/cid=418
CNN,vjms://153.99.180.75:8500:5021/live/cid=428#vjms://58.215.133.154:8500:3502/live/cid=428#vjms://61.216.1.24:8500:3502/live/cid=428
CNBC,vjms://153.99.180.75:8500:5021/live/cid=98#vjms://61.216.1.24:8500:3502/live/cid=98
AXN 电影,vjms://153.99.180.75:8500:5021/live/cid=2
HBO亞洲,vjms://153.99.180.75:8500:5021/live/cid=261#vjms://61.216.1.24:8500:3502/live/cid=261#vjms://58.215.133.154:8500/live/cid=261
纬来体育,vjms://153.99.180.75:8500:5021/live/cid=202
纬来体育,vjms://61.216.1.24:8500:3502/live/cid=202
迪士尼卡通,vjms://153.99.180.75:8500:5021/live/cid=361#vjms://61.216.1.24:8500:3502/live/cid=361
爱尔达体育,vjms://153.99.180.75:8500:5021/live/cid=266#vjms://61.216.1.24:8500:3502/live/cid=266
博斯高球1,vjms://153.99.180.75:8500:5021/live/cid=265#vjms://61.216.1.24:8500:3502/live/cid=265
FOX体育2,vjms://153.99.180.75:8500:5021/live/cid=444#vjms://61.216.1.24:8500:3502/live/cid=444#vjms://153.99.180.75:8500:5021/live/cid=95#vjms://61.216.1.24:8500:3502/live/cid=95
MTV,vjms://58.215.133.216:8500:3502/live/cid=52
迪士尼卡通,vjms://122.155.180.8:8500:3502/live/cid=361
緯來體育,vjms://153.99.180.75:8500:5021/live/cid=202
爱尔达体育1,vjms://153.99.180.75:8500:5021/live/cid=266
博斯高球1,vjms://153.99.180.75:8500:5021/live/cid=265
FOX体育2,vjms://153.99.180.75:8500:5021/live/cid=444
FOX体育3,vjms://153.99.180.75:8500:5021/live/cid=95
日本摔角,vjms://58.215.133.154:8500/live/cid=408
日FIGHTING TV,vjms://58.215.133.189:8500:3502/live/cid=408
日FIGHTING TV,vjms://58.215.133.154:8500/live/cid=408
日本体育,vjms://58.215.133.154:8500/live/cid=207
J SPORTS 1,vjms://58.215.133.154:8500/live/cid=415
